registry_id,pws_name,fac_state,county_served,latitude,longitude,pwsid,source_water_type,owner_type,population_served,system_size_category,GEOID,county_fips,tract_name,total_population,median_household_income,poverty_rate,pct_white,pct_black,pct_hispanic,pct_nonwhite,health_violations_2000_2005,health_violations_2020_2025,violation_change,had_violations_historical,had_violations_recent
110049367056,RALPHS ITALIAN ICES,NY,SUFFOLK,40.806142,-72.847183,NY5118997,GW,P,150.0,Very Small,36103159416,36103,Census Tract 1594.16; Suffolk County; New York,5698.0,87246.0,17.29,81.78,5.16,26.71,18.22,0,0,0,0,0
110049436302,ALL SOULS CAMP,NY,SULLIVAN,41.719993,-74.771577,NY5202726,GW,P,0.0,Unknown,36105951900,36105,Census Tract 9519; Sullivan County; New York,1976.0,80840.0,18.19,92.66,2.33,7.64,7.34,0,0,0,0,0
110051529299,SAINT MATTHEWS  EPISCOPAL CHURCH,NY,WESTCHESTER,41.152686,-73.745753,NY5906663,GW,P,100.0,Very Small,36119013102,36119,Census Tract 131.02; Westchester County; New York,6687.0,237358.0,3.8,80.42,2.75,6.55,19.58,0,0,0,0,0
110013094926,SHADY BROOK MOBILE HOME PARK,NY,CAYUGA,43.008546,-76.574587,NY0506425,GW,P,250.0,Very Small,36011040500,36011,Census Tract 405; Cayuga County; New York,3167.0,82500.0,6.26,95.2,0.66,0.16,4.8,0,0,0,0,0
110049652014,GREAT BAY MARINE (FNA STRONGS MARINA),NY,SUFFOLK,40.943554,-72.692218,NY5122408,GW,P,100.0,Very Small,36103169705,36103,Census Tract 1697.05; Suffolk County; New York,2173.0,83368.0,4.94,57.71,13.21,28.07,42.29,0,0,0,0,0
110049680181,DUFFERS IRISH PUB,NY,,42.913397,-75.596272,NY4430024,GW,P,99.0,Very Small,36053030701,36053,Census Tract 307.01; Madison County; New York,4203.0,48899.0,9.97,88.41,3.66,4.21,11.59,0,0,0,0,0
110049309360,SAWYERKILL MOTEL,NY,ULSTER,41.947212,-74.265458,NY5507878,GW,P,30.0,Very Small,36111951000,36111,Census Tract 9510; Ulster County; New York,4250.0,93169.0,11.02,88.61,0.96,2.89,11.39,0,0,0,0,0
110012984672,SACKETS HARBOR VILLAGE,NY,JEFFERSON,43.996389,-76.052968,NY2202343,SW,L,2200.0,Small,36045060402,36045,Census Tract 604.02; Jefferson County; New York,2575.0,87813.0,9.21,93.09,0.19,4.43,6.91,0,0,0,0,0
110020600303,WANAKAH WATER CO,NY,ERIE,42.752759,-78.778192,NY1400540,SWP,L,65.0,Very Small,36029013501,36029,Census Tract 135.01; Erie County; New York,7037.0,98929.0,7.08,95.37,1.9,0.84,4.63,0,0,0,0,0
110049409074,COOK INSPIRED THE,NY,,42.913397,-75.596272,NY1330365,GW,P,25.0,Very Small,36053030701,36053,Census Tract 307.01; Madison County; New York,4203.0,48899.0,9.97,88.41,3.66,4.21,11.59,0,0,0,0,0
110013098771,"STANNARDS WATER, INC.",NY,ALLEGANY,42.247853,-78.026153,NY0200326,GW,P,499.0,Very Small,36003950600,36003,Census Tract 9506; Allegany County; New York,3334.0,51111.0,23.83,96.28,2.37,0.45,3.72,0,0,0,0,0
110069296960,VENETOS PIZZA AND PASTA,NY,SARATOGA COUNTY,42.920932,-73.717031,NY4530265,GWP,L,50.0,Very Small,36091062001,36091,Census Tract 620.01; Saratoga County; New York,4732.0,98750.0,9.87,99.26,0.0,0.0,0.74,0,0,0,0,0
110049432333,ROYAL WINERY,NY,,42.913397,-75.596272,NY5530149,GW,P,25.0,Very Small,36053030701,36053,Census Tract 307.01; Madison County; New York,4203.0,48899.0,9.97,88.41,3.66,4.21,11.59,0,0,0,0,0
110049440805,TAKUNDEWIDE HOMEOWNERS,NY,WARREN,43.44862,-73.71974,NY5612665,SW,P,104.0,Very Small,36113072002,36113,Census Tract 720.02; Warren County; New York,1766.0,111467.0,4.71,95.53,1.02,0.62,4.47,0,0,0,0,0
110012973522,PORT WASHINGTON WD-RICKS WELL 7:CL2 & CAUSTIC,NY,NASSAU,40.839895,-73.693123,NY2912267,GW,M,34000.0,Large,36059301300,36059,Census Tract 3013; Nassau County; New York,5141.0,144468.0,10.27,61.93,2.94,18.3,38.07,0,0,0,0,0
110049473477,MILKHOUSE CAFE,NY,WASHINGTON,43.312377,-73.439428,NY5716341,GW,P,105.0,Very Small,36115085000,36115,Census Tract 850; Washington County; New York,2035.0,69028.0,8.38,94.05,0.0,3.05,5.95,0,0,0,0,0
110051494085,MAR MAC,NY,ERIE,42.752759,-78.778192,NY1450006,GW,P,25.0,Very Small,36029013501,36029,Census Tract 135.01; Erie County; New York,7037.0,98929.0,7.08,95.37,1.9,0.84,4.63,0,0,0,0,0
110051527139,OAKRIDGE PLAZA-TREATMENT PLANT,NY,DUTCHESS,41.7373,-74.03061,NY1322244,GW,P,55.0,Very Small,36111953700,36111,Census Tract 9537; Ulster County; New York,5179.0,79600.0,8.91,82.53,8.26,9.46,17.47,0,0,0,0,0
110051592200,YMCA CAMP WEONA TWIN PINES,NY,WYOMING,42.701365,-78.228576,NY6012872,GW,P,75.0,Very Small,36121970400,36121,Census Tract 9704; Wyoming County; New York,3742.0,80733.0,6.46,91.82,1.39,4.22,8.18,0,0,0,0,0
110049482494,CHARLIES COUNTRY KITCHEN SNACK BAR-CHLORINATION,NY,CLINTON,44.89092,-73.84149,NY0930045,GW,P,25.0,Very Small,36019103512,36019,Census Tract 1035.12; Clinton County; New York,6836.0,61114.0,15.51,70.51,20.51,8.1,29.49,0,0,0,0,0
110051338799,2 WEST MARKET,NY,CHAUTAUQUA,42.304216,-79.407595,NY0630091,GW,P,25.0,Very Small,36013036402,36013,Census Tract 364.02; Chautauqua County; New York,3531.0,63836.0,13.55,92.13,3.2,0.85,7.87,0,0,0,0,0
110012867727,VERONA WD (RTE 365 + HAMLET),NY,ONEIDA,43.242727,-75.434282,NY3230037,SWP,L,2345.0,Small,36065022701,36065,Census Tract 227.01; Oneida County; New York,2384.0,71853.0,6.35,85.4,4.78,1.8,14.6,0,0,0,0,0
110012915774,QUEENSBURY WATER DISTRICT,NY,WARREN,43.555105,-73.838139,NY5600114,SW,L,21200.0,Large,36113073500,36113,Census Tract 735; Warren County; New York,1804.0,58804.0,11.64,92.9,1.66,3.49,7.1,3,0,-3,1,0
110046648838,EAST BRUTUS WATER DISTRICT #3,NY,CAYUGA,43.008546,-76.574587,NY0530069,SWP,L,32.0,Very Small,36011040500,36011,Census Tract 405; Cayuga County; New York,3167.0,82500.0,6.26,95.2,0.66,0.16,4.8,0,0,0,0,0
110052479046,TROYS MARINA INC,NY,,42.913397,-75.596272,NY0509235,GW,P,225.0,Very Small,36053030701,36053,Census Tract 307.01; Madison County; New York,4203.0,48899.0,9.97,88.41,3.66,4.21,11.59,0,0,0,0,0
110049706671,ZIDER ZEE,NY,ERIE,42.752759,-78.778192,NY1418661,GW,P,100.0,Very Small,36029013501,36029,Census Tract 135.01; Erie County; New York,7037.0,98929.0,7.08,95.37,1.9,0.84,4.63,0,0,0,0,0
110012977920,MCWA   WHEATLAND WD,NY,MONROE,43.250347,-77.700518,NY2715687,SWP,L,25.0,Very Small,36055013507,36055,Census Tract 135.07; Monroe County; New York,6358.0,108957.0,3.81,83.82,8.48,3.13,16.18,0,0,0,0,0
110051278933,SOLON SPORTSMENS CLUB,NY,CORTLAND,42.594039,-76.07624,NY1130007,GW,P,25.0,Very Small,36023970400,36023,Census Tract 9704; Cortland County; New York,2759.0,62543.0,6.47,92.97,0.0,3.15,7.03,0,0,0,0,0
110012922793,NEWFIELD ESTATES,NY,TOMPKINS,42.453006,-76.473484,NY5405808,GW,P,160.0,Very Small,36109000400,36109,Census Tract 4; Tompkins County; New York,4474.0,53750.0,6.64,45.02,12.87,12.47,54.98,0,2,2,0,1
110070767352,MR. RICKS BAKERY,NY,JEFFERSON COUNTY,43.969033,-75.910451,NY2230135,GW,P,25.0,Very Small,36045062100,36045,Census Tract 621; Jefferson County; New York,3818.0,41336.0,16.68,80.09,12.78,9.61,19.91,0,0,0,0,0
110049654156,NYS THRUWAY - PLATTEKILL/MODENA  AREA-PLATTEKILL/MODENA POST CHLORINATION,NY,ORANGE,41.51037,-74.0671,NY3522992,SWP,S,999.0,Small,36071010400,36071,Census Tract 104; Orange County; New York,3935.0,85057.0,9.02,54.1,9.22,38.93,45.9,20,0,-20,1,0
110051361165,SWEET INDULGENCE,NY,,42.913397,-75.596272,NY5530161,GW,P,25.0,Very Small,36053030701,36053,Census Tract 307.01; Madison County; New York,4203.0,48899.0,9.97,88.41,3.66,4.21,11.59,0,0,0,0,0
110013092884,HANOVER WD #1 5&20 SLVR CRK TO CATT CRK,NY,CHAUTAUQUA,42.304216,-79.407595,NY0600393,SWP,L,2173.0,Small,36013036402,36013,Census Tract 364.02; Chautauqua County; New York,3531.0,63836.0,13.55,92.13,3.2,0.85,7.87,0,0,0,0,0
110051132289,RUSSO RISTORANTE,NY,GREENE,42.28697,-74.149542,NY1915549,GW,P,30.0,Very Small,36039080301,36039,Census Tract 803.01; Greene County; New York,1611.0,70774.0,3.05,84.61,2.61,3.23,15.39,0,0,0,0,0
110051175063,OTTER CREEK HORSE TRAILS,NY,LEWIS,43.782706,-75.444132,NY2430055,GW,P,50.0,Very Small,36049950401,36049,Census Tract 9504.01; Lewis County; New York,2509.0,67520.0,9.54,98.72,0.56,1.32,1.28,0,0,0,0,0
110012925987,EL-BA TRAILER PARK #2,NY,,42.913397,-75.596272,NY5301412,GW,P,200.0,Very Small,36053030701,36053,Census Tract 307.01; Madison County; New York,4203.0,48899.0,9.97,88.41,3.66,4.21,11.59,3,0,-3,1,0
110049567054,WILLIAM BRITTON MEMORIAL-HAST GORSK UV LIGHT,NY,OSWEGO,43.432843,-75.897509,NY3730021,GW,L,42.0,Very Small,36075020102,36075,Census Tract 201.02; Oswego County; New York,1522.0,66111.0,14.35,94.68,0.85,1.51,5.32,9,0,-9,1,0
110070787731,ROCKE HOUSE-UV UNIT,NY,,44.22179,-73.89962,NY1500270,GW,P,25.0,Very Small,36031960502,36031,Census Tract 9605.02; Essex County; New York,3196.0,103051.0,15.08,72.43,21.81,12.64,27.57,0,0,0,0,0
110049609125,LODGE AT HARRISBURG LAKE,NY,WARREN,43.555105,-73.838139,NY5621275,GW,P,30.0,Very Small,36113073500,36113,Census Tract 735; Warren County; New York,1804.0,58804.0,11.64,92.9,1.66,3.49,7.1,0,0,0,0,0
110049667598,VERROS ANCHOR INN,NY,SARATOGA,43.106135,-73.855387,NY4516077,GW,P,50.0,Very Small,36091060602,36091,Census Tract 606.02; Saratoga County; New York,4987.0,99290.0,9.14,92.6,1.2,2.31,7.4,2,0,-2,1,0
110051592255,SPRUCELANDS BOYS HILL,NY,WYOMING,42.701365,-78.228576,NY6012880,GW,P,75.0,Very Small,36121970400,36121,Census Tract 9704; Wyoming County; New York,3742.0,80733.0,6.46,91.82,1.39,4.22,8.18,0,0,0,0,0
110051432151,YUSHAKS SUPERMARKET,NY,WASHINGTON,43.312377,-73.439428,NY5730087,GW,P,25.0,Very Small,36115085000,36115,Census Tract 850; Washington County; New York,2035.0,69028.0,8.38,94.05,0.0,3.05,5.95,0,0,0,0,0
110049435116,EL MONACO,NY,,42.913397,-75.596272,NY5206796,GW,P,250.0,Very Small,36053030701,36053,Census Tract 307.01; Madison County; New York,4203.0,48899.0,9.97,88.41,3.66,4.21,11.59,0,0,0,0,0
110049413586,GUADALUPE MIX RESTAURANT & CANTINA-TREATMENT ROOM,NY,DUTCHESS,41.555393,-73.855287,NY1316255,GW,P,26.0,Very Small,36027060301,36027,Census Tract 603.01; Dutchess County; New York,4202.0,100856.0,4.2,88.89,1.5,17.52,11.11,0,0,0,0,0
110049300859,POWERS INN,NY,,42.913397,-75.596272,NY2530016,GW,P,24.0,Very Small,36053030701,36053,Census Tract 307.01; Madison County; New York,4203.0,48899.0,9.97,88.41,3.66,4.21,11.59,0,0,0,0,0
110049245811,NEWSTEAD WD #7,NY,ERIE,42.752759,-78.778192,NY1450027,SWP,L,200.0,Very Small,36029013501,36029,Census Tract 135.01; Erie County; New York,7037.0,98929.0,7.08,95.37,1.9,0.84,4.63,0,0,0,0,0
110049484401,BOBBY-IS,NY,ST. LAWRENCE,44.488113,-75.074311,NY4405003,GW,P,65.0,Very Small,36089492302,36089,Census Tract 4923.02; St. Lawrence County; New York,2522.0,81989.0,9.6,93.77,0.91,1.74,6.23,0,0,0,0,0
110049685596,DAIRY CARNIVAL-TREATMENT PLANT # 1,NY,SCHOHARIE,42.75693,-74.36404,NY4708528,GW,P,25.0,Very Small,36095740400,36095,Census Tract 7404; Schoharie County; New York,5239.0,70125.0,15.92,92.36,0.97,3.93,7.64,0,0,0,0,0
110049430139,GUFFIN BAY RESORT & MARINA,NY,JEFFERSON,43.996389,-76.052968,NY2219170,SW,P,60.0,Very Small,36045060402,36045,Census Tract 604.02; Jefferson County; New York,2575.0,87813.0,9.21,93.09,0.19,4.43,6.91,0,0,0,0,0
110012926682,WAVERLY VILLAGE,NY,TIOGA,42.178057,-76.297456,NY5304410,GW,L,4830.0,Medium,36107020200,36107,Census Tract 202; Tioga County; New York,5114.0,51795.0,18.34,91.61,0.49,4.99,8.39,0,0,0,0,0
110049441680,LENHART COTTAGES,NY,,42.913397,-75.596272,NY5114381,GW,P,25.0,Very Small,36053030701,36053,Census Tract 307.01; Madison County; New York,4203.0,48899.0,9.97,88.41,3.66,4.21,11.59,0,0,0,0,0
110012967860,HOPEWELL WD #1,NY,ONTARIO,42.856358,-77.303497,NY3401168,SWP,L,356.0,Very Small,36069050601,36069,Census Tract 506.01; Ontario County; New York,6075.0,106420.0,8.05,97.61,0.03,0.87,2.39,0,0,0,0,0
110051508301,NORTH COUNTRY SPRING WATER,NY,ESSEX,44.109601,-73.778431,NY1530006,GU,P,3000.0,Small,36031960902,36031,Census Tract 9609.02; Essex County; New York,1821.0,86184.0,8.87,96.76,0.33,1.15,3.24,0,0,0,0,0
110012934138,CREEKSIDE VILLAGE MHP,NY,SCHOHARIE,42.591294,-74.438172,NY4710781,GW,P,115.0,Very Small,36095740600,36095,Census Tract 7406; Schoharie County; New York,2651.0,68792.0,9.66,93.59,0.91,1.47,6.41,0,0,0,0,0
110049690713,DYNASTY COTTAGES/17B COTTAGES-TREATMENT 1/CHLORINATION,NY,SULLIVAN,40.62221,-73.94797,NY5206952,GW,P,25.0,Very Small,36047074800,36047,Census Tract 748; Kings County; New York,1730.0,88958.0,13.47,72.43,15.49,4.22,27.57,0,0,0,0,0
110049309994,CALDWELL HOUSE RESTAURANT,NY,WARREN,43.555105,-73.838139,NY5619532,GW,P,99.0,Very Small,36113073500,36113,Census Tract 735; Warren County; New York,1804.0,58804.0,11.64,92.9,1.66,3.49,7.1,0,0,0,0,0
110020600321,ALABAMA WATER DISTRICT NO.1,NY,GENESEE,43.00091,-78.192778,NY1830035,SWP,L,90.0,Very Small,36037950501,36037,Census Tract 9505.01; Genesee County; New York,1590.0,64375.0,10.46,84.09,7.17,5.09,15.91,0,0,0,0,0
110049453300,RAMAH DAY CAMP,NY,ROCKLAND,41.154628,-74.024662,NY4319778,GW,P,750.0,Small,36087011509,36087,Census Tract 115.09; Rockland County; New York,3728.0,107417.0,12.24,50.78,14.06,34.36,49.22,0,0,0,0,0
110013093570,HILLSIDE ESTATES MHP,NY,CHAUTAUQUA,42.752804,-78.739694,NY0600828,GW,P,200.0,Very Small,36029013502,36029,Census Tract 135.02; Erie County; New York,7077.0,178139.0,8.13,88.4,0.25,2.12,11.6,0,0,0,0,0
110049402133,KWIK FILL #10,NY,OSWEGO,43.461443,-76.209262,NY3730131,GW,P,0.0,Unknown,36075020400,36075,Census Tract 204; Oswego County; New York,5257.0,59938.0,13.1,96.77,0.44,0.04,3.23,0,0,0,0,0
110049638022,MARY ZANETTI CATERING,NY,,42.913397,-75.596272,NY5230133,GW,P,50.0,Very Small,36053030701,36053,Census Tract 307.01; Madison County; New York,4203.0,48899.0,9.97,88.41,3.66,4.21,11.59,0,0,0,0,0
110051172529,THE BLUE CANOE GRILL,NY,MADISON,42.910026,-75.663575,NY2609924,GW,P,30.0,Very Small,36053030701,36053,Census Tract 307.01; Madison County; New York,4203.0,48899.0,9.97,88.41,3.66,4.21,11.59,0,0,0,0,0
110051333669,SNUG HARBOR RESTAURANT,NY,CHAUTAUQUA,42.304216,-79.407595,NY0611719,GW,P,175.0,Very Small,36013036402,36013,Census Tract 364.02; Chautauqua County; New York,3531.0,63836.0,13.55,92.13,3.2,0.85,7.87,0,0,0,0,0
110013069446,WILLOW VIEW ESTATES,NY,HERKIMER,43.571009,-74.841097,NY2100653,GW,P,84.0,Very Small,36043011502,36043,Census Tract 115.02; Herkimer County; New York,1887.0,100945.0,12.45,97.03,1.27,0.0,2.97,0,3,3,0,1
110051288218,RAMAPO FOR CHILDREN,NY,DUTCHESS,41.754825,-73.740014,NY1330310,GW,P,480.0,Very Small,36027200001,36027,Census Tract 2000.01; Dutchess County; New York,3118.0,80750.0,8.38,92.11,0.9,7.7,7.89,0,0,0,0,0
110049287543,COPES CORNERS PARK,NY,OTSEGO,42.629776,-75.028841,NY3813453,GW,P,49.0,Very Small,36077590201,36077,Census Tract 5902.01; Otsego County; New York,2276.0,76598.0,9.27,95.34,0.31,0.0,4.66,0,0,0,0,0
110049393036,WAGONERS SALES AND SERVICE,NY,,42.913397,-75.596272,NY2230073,GW,P,25.0,Very Small,36053030701,36053,Census Tract 307.01; Madison County; New York,4203.0,48899.0,9.97,88.41,3.66,4.21,11.59,0,0,0,0,0
110049515431,BLUE HILL MOBIL-TREATMENT PLANT,NY,DUTCHESS,41.76404,-74.089495,NY1325002,GW,P,160.0,Very Small,36111953400,36111,Census Tract 9534; Ulster County; New York,5055.0,62857.0,33.53,75.13,9.87,11.18,24.87,0,0,0,0,0
110049324566,PETERS 4TH LAKE COTTAGES,NY,HAMILTON,43.21444,-77.929197,NY2013059,GW,P,50.0,Very Small,36055015304,36055,Census Tract 153.04; Monroe County; New York,3470.0,46766.0,23.23,89.22,8.36,6.57,10.78,0,0,0,0,0
110049464968,JAYS ONE STOP - AIRPORT,NY,BROOME,42.161977,-75.830283,NY0330011,GW,P,25.0,Very Small,36007012202,36007,Census Tract 122.02; Broome County; New York,4241.0,53819.0,22.79,94.44,0.05,1.23,5.56,0,0,0,0,0
110051289299,SONNYS BAR-CHLORINATOR,NY,CHEMUNG,42.18578,-76.80778,NY0710025,GW,P,35.0,Very Small,36015010702,36015,Census Tract 107.02; Chemung County; New York,4296.0,79813.0,6.56,93.23,2.68,0.33,6.77,0,0,0,0,0
110049451099,COUNTRY STORE THE,NY,,42.913397,-75.596272,NY3530083,GW,P,200.0,Very Small,36053030701,36053,Census Tract 307.01; Madison County; New York,4203.0,48899.0,9.97,88.41,3.66,4.21,11.59,0,0,0,0,0
110051535353,K & D DELI,NY,,42.913397,-75.596272,NY1330239,GW,P,25.0,Very Small,36053030701,36053,Census Tract 307.01; Madison County; New York,4203.0,48899.0,9.97,88.41,3.66,4.21,11.59,0,0,0,0,0
110049572217,LAKEVIEW ELEMENTARY SCHOOL-TREATMENT PLANT,NY,PUTNAM,41.36786,-73.7603,NY3908022,GW,P,300.0,Very Small,36079011202,36079,Census Tract 112.02; Putnam County; New York,4049.0,109665.0,6.76,74.12,0.99,26.6,25.88,0,0,0,0,0
110049672920,COBBLESTONE QUIK MART,NY,ULSTER,41.947212,-74.265458,NY5530175,GW,P,25.0,Very Small,36111951000,36111,Census Tract 9510; Ulster County; New York,4250.0,93169.0,11.02,88.61,0.96,2.89,11.39,0,0,0,0,0
110013275687,TREELINE TRAILER PARK-GROUNDWATER,NY,ULSTER,41.737571,-74.033824,NY5501279,GW,P,51.0,Very Small,36111953700,36111,Census Tract 9537; Ulster County; New York,5179.0,79600.0,8.91,82.53,8.26,9.46,17.47,0,0,0,0,0
110013074939,HUNTERS CREEK MOBILE HOME PARK,NY,ERIE,42.752759,-78.778192,NY1400832,GW,P,150.0,Very Small,36029013501,36029,Census Tract 135.01; Erie County; New York,7037.0,98929.0,7.08,95.37,1.9,0.84,4.63,12,0,-12,1,0
110063353963,TRATTORIA LOCALE AL FIUME PAZZO-WATER TREATMENT PLANT (4 LOG CL2),NY,DELAWARE,42.149301,-74.661616,NY1230052,GW,P,25.0,Very Small,36025971200,36025,Census Tract 9712; Delaware County; New York,3350.0,66212.0,13.3,80.6,0.6,23.82,19.4,0,0,0,0,0
110049516804,WELCOME TRAVELER TRLR. CT.,NY,SENECA,42.782294,-76.827088,NY4914186,GW,P,40.0,Very Small,36099950802,36099,Census Tract 9508.02; Seneca County; New York,3815.0,71859.0,14.71,86.32,5.03,4.8,13.68,0,0,0,0,0
