pwsid,pws_name,county_served,latitude,longitude,population_served,system_size_category,source_water_type,owner_type,period,health_violations,violations_per_1k_pop,GEOID,county_fips,median_household_income,poverty_rate,pct_white,pct_black,pct_hispanic,pct_nonwhite
NY1322740,MIRROR LAKE RETREAT-TREATMENT PLANT: CHLORINATION,DUTCHESS,41.956001,-73.758959,450.0,Very Small,GW,P,2000–2005,0,0.0,36027090000,36027,84850.0,12.35,84.63,2.6,5.48,15.37
NY1420551,AURORA WD #9,ERIE,42.752759,-78.778192,49.0,Very Small,SWP,L,2000–2005,0,0.0,36029013501,36029,98929.0,7.08,95.37,1.9,0.84,4.63
NY5506880,GOLD MTN / TALMUD TORAH OHR MOSHE-CHLORINATION,ULSTER,40.62333,-73.98634,25.0,Very Small,GW,P,2000–2005,0,0.0,36047047000,36047,69545.0,16.08,92.11,0.11,2.18,7.89
NY3807141,ANDRES BLUE RIBBON B B Q-TREATMENT PLANT (CHLORINATION),OTSEGO,42.16769,-75.61268,25.0,Very Small,GW,P,2000–2005,0,0.0,36007012300,36007,67250.0,11.04,96.73,0.08,1.28,3.27
NY5530178,FLC - WH WALKER & SON,,42.913397,-75.596272,24.0,Very Small,GW,P,2000–2005,0,0.0,36053030700,,,,,,,
NY1702604,MOHAWK COMMERCE CENTER,FULTON,43.115609,-74.423678,25.0,Very Small,GW,P,2000–2005,0,0.0,36035990400,,,,,,,
NY5121238,INTERNATIONAL BAPTIST CHURCH,,42.913397,-75.596272,60.0,Very Small,GW,P,2000–2005,0,0.0,36053030700,,,,,,,
NY5621848,TOP OF THE WORLD-TREATMENT PLANT (CHLORINATION),WARREN,43.31116,-73.645287,132.0,Very Small,GW,P,2000–2005,0,0.0,36113070400,36113,62604.0,9.28,90.88,1.23,3.79,9.12
NY3208360,CENTER FOR ADDICTION RECOV. (INACTIVE),ONEIDA,43.242727,-75.434282,10.0,Very Small,GW,P,2000–2005,0,0.0,36065022702,36065,88426.0,6.61,90.04,2.86,5.01,9.96
NY1219283,GREENS LONG RIVER INN,DELAWARE,42.193987,-74.966728,40.0,Very Small,GW,P,2000–2005,0,0.0,36025990700,,,,,,,
NY1312423,VIEW HILL CO-OP ASSOCIATION-TREATMENT SHED FOR WELL 2,DUTCHESS,40.969635,-73.845691,66.0,Very Small,GW,P,2000–2005,0,0.0,36119002000,36119,128250.0,3.18,48.32,9.67,23.14,51.68
NY2609970,COLEMANS CORNER TAP,,42.913397,-75.596272,25.0,Very Small,GW,P,2000–2005,1,40.0,36053030700,,,,,,,
NY3808418,AALSMEER,OTSEGO,42.629776,-75.028841,92.0,Very Small,GW,P,2000–2005,0,0.0,36077990200,,,,,,,
NY5130081,FEDERAL EXPRESS,,42.913397,-75.596272,35.0,Very Small,GW,P,2000–2005,0,0.0,36053030700,,,,,,,
NY3530140,SHELL FOOD MART,ORANGE,41.40241,-74.306252,600.0,Small,GW,P,2000–2005,0,0.0,36071012200,36071,102143.0,3.38,83.5,0.51,21.35,16.5
NY5521830,MAPLE RIDGE COMMUNITY-CHLORINATION,ULSTER,41.869399,-73.998805,325.0,Very Small,GW,P,2000–2005,0,0.0,36111952600,36111,78918.0,23.45,83.35,8.72,5.09,16.65
NY5519859,KUDOS,,42.913397,-75.596272,25.0,Very Small,GW,P,2000–2005,0,0.0,36053030700,,,,,,,
NY3218191,SKENANDOA CLUB OF CLINTON,ONEIDA,43.242727,-75.434282,120.0,Very Small,GW,P,2000–2005,3,25.0,36065022702,36065,88426.0,6.61,90.04,2.86,5.01,9.96
NY3304573,CAMILLUS COUNTRY CLUB,,42.913397,-75.596272,100.0,Very Small,GW,P,2000–2005,0,0.0,36053030700,,,,,,,
NY5506782,BAYIT VGAN LTD-CHLORINATION #1,ULSTER,41.798195,-74.736889,225.0,Very Small,GW,P,2000–2005,0,0.0,36105950500,36105,42102.0,21.39,74.12,2.07,23.04,25.88
NY2202264,BUDGET INN,,42.913397,-75.596272,54.0,Very Small,GW,P,2000–2005,0,0.0,36053030700,,,,,,,
NY2609994,HOTEL SOLSVILLE,MADISON,42.910026,-75.663575,25.0,Very Small,GW,P,2000–2005,0,0.0,36053030700,,,,,,,
NY3807994,OTSEGO LAKE BAYSIDE MOTOR INN,OTSEGO,42.629776,-75.028841,84.0,Very Small,SW,P,2000–2005,0,0.0,36077990200,,,,,,,
NY4822227,CASTEL GRISCH-TREATMENT PLANT,SCHUYLER,42.39731,-76.90545,88.0,Very Small,GW,P,2000–2005,0,0.0,36097950200,36097,76397.0,6.49,89.85,3.66,2.99,10.15
NY5030080,SNELL FARM CHILDRENS CENTER,STEUBEN,42.266725,-77.385525,128.0,Very Small,GW,P,2000–2005,5,39.062,36101961800,36101,60583.0,19.22,95.62,0.06,1.0,4.38
NY0820492,BOCES-CHENANGO CENTER-CHLORINATION,CHENANGO,42.585456,-75.521961,200.0,Very Small,GW,S,2000–2005,0,0.0,36017990601,,,,,,,
NY0621928,THE GRAINERY,,42.913397,-75.596272,100.0,Very Small,GW,P,2000–2005,0,0.0,36053030700,,,,,,,
NY1600001,BANGOR WD,FRANKLIN,44.594376,-74.31067,375.0,Very Small,GW,L,2000–2005,0,0.0,36033950600,,,,,,,
NY3830095,THE BUZZ-TREATMENT PLANT (ULTRAVIOLET),OTSEGO,42.74049,-74.88612,32.0,Very Small,GW,P,2000–2005,0,0.0,36077990100,,,,,,,
NY1330507,MCENROE GREENHOUSE A&B,,42.913397,-75.596272,4.0,Very Small,GW,P,2000–2005,0,0.0,36053030700,,,,,,,
NY1400463,BURKE WD,ERIE,42.752759,-78.778192,1.0,Very Small,SWP,L,2000–2005,0,0.0,36029013501,36029,98929.0,7.08,95.37,1.9,0.84,4.63
NY3830108,ZZZBUTTERNUT VALLEY GOLF AND RECREATION-TREATMENT PLANT (ULTRAVIOLET),OTSEGO,42.633789,-75.306457,52.0,Very Small,GW,P,2000–2005,0,0.0,36077990400,,,,,,,
NY0930071,CHAZY BORDERVIEW MARKET,,42.913397,-75.596272,25.0,Very Small,GW,P,2000–2005,0,0.0,36053030700,,,,,,,
NY4110691,"COUNTRY ACRES ESTATES, LLC",RENSSELAER,42.710421,-73.513845,100.0,Very Small,GW,P,2000–2005,3,30.0,36083052201,36083,120302.0,4.43,92.82,0.42,1.39,7.18
NY5907712,WESTCHESTER SCHOOL FOR SPECIAL CHILDREN-TREATMENT PLANT,WESTCHESTER,40.957649,-73.881135,150.0,Very Small,GW,P,2000–2005,0,0.0,36119000801,36119,116900.0,2.38,56.14,14.58,27.02,43.86
NY1302806,DEERFIELD ESTATES WATER DISTRICT,DUTCHESS,41.754825,-73.740014,900.0,Small,GWP,L,2000–2005,0,0.0,36027200000,,,,,,,
NY3904870,MARIA ANGELAS REST,,42.913397,-75.596272,50.0,Very Small,GW,P,2000–2005,0,0.0,36053030700,,,,,,,
NY4303000,RUSSIAN ORTHODOX CONVENT-HOME,ROCKLAND,41.154628,-74.024662,100.0,Very Small,GW,P,2000–2005,12,120.0,36087011502,,,,,,,
NY1208239,MOUNTAIN BROOK INN,DELAWARE,42.193987,-74.966728,45.0,Very Small,GW,P,2000–2005,0,0.0,36025990700,,,,,,,
NY2219091,WESTCOTT VARIETY STORE,JEFFERSON,43.996389,-76.052968,25.0,Very Small,GW,P,2000–2005,0,0.0,36045060400,,,,,,,
NY1012339,YORKSHIRE MOTEL,COLUMBIA,42.247696,-73.626718,52.0,Very Small,GW,P,2000–2005,0,0.0,36021991000,,,,,,,
NY0130042,MILLER ROAD LLC-MILLER RD LLC WTP,ALBANY,42.533097,-73.700086,25.0,Very Small,GW,P,2000–2005,0,0.0,36083052501,36083,112261.0,2.12,93.09,0.58,6.86,6.91
NY5930062,ROCK CUT MART INC.,WESTCHESTER,41.152686,-73.745753,110.0,Very Small,GW,P,2000–2005,4,36.364,36119013102,36119,237358.0,3.8,80.42,2.75,6.55,19.58
NY3504062,OAKLAND VALLEY CAMPGROUND,ORANGE,41.40241,-74.306252,60.0,Very Small,GW,P,2000–2005,0,0.0,36071012200,36071,102143.0,3.38,83.5,0.51,21.35,16.5
NY1312968,DUTCHESS COUNTY CAMP NOOTEEMING-TALS CABIN TREATMENT PLANT,DUTCHESS,41.675868,-73.864484,170.0,Very Small,GW,P,2000–2005,0,0.0,36027080200,,,,,,,
NY5114377,BARCELONA BUNGALOWS-ION EX,SUFFOLK,41.053795,-72.436135,36.0,Very Small,GW,P,2000–2005,0,0.0,36103170201,,,,,,,
NY2221663,FELDERS ICE CREAM,JEFFERSON,43.996389,-76.052968,25.0,Very Small,GU,P,2000–2005,0,0.0,36045060400,,,,,,,
NY4530215,LUISAS ITALIAN BISTRO,SARATOGA,43.106135,-73.855387,25.0,Very Small,GW,P,2000–2005,0,0.0,36091060600,,,,,,,
NY1722061,PLEASANT LAKE INN-CHLORINE INJECTION,FULTON,43.181189,-74.589493,63.0,Very Small,GW,P,2000–2005,0,0.0,36035990500,,,,,,,
NY4501792,HYSPOT MOBILE HOME PARK,SARATOGA,43.04843,-73.85125,60.0,Very Small,GW,P,2000–2005,0,0.0,36091061402,,,,,,,
NY0600356,CASSADAGA VILLAGE,CHAUTAUQUA,42.304216,-79.407595,822.0,Small,GW,L,2000–2005,0,0.0,36013036400,,,,,,,
NY4303664,HILLBURN VILLAGE,ROCKLAND,41.154628,-74.024662,950.0,Small,SWP,L,2000–2005,0,0.0,36087011502,,,,,,,
NY5920706,COTSWOLD WATER SUPPLY-WATER TREATMENT PLANT,WESTCHESTER,41.26949,-73.78158,150.0,Very Small,GW,P,2000–2005,0,0.0,36119014809,36119,120643.0,7.01,68.53,9.82,15.36,31.47
NY5220664,MIA DOLCE FILIAS,,42.913397,-75.596272,40.0,Very Small,GW,P,2000–2005,0,0.0,36053030700,,,,,,,
NY4109449,EVERGREEN COUNTRY CLUB,RENSSELAER,42.710421,-73.513845,100.0,Very Small,GW,P,2000–2005,0,0.0,36083052201,36083,120302.0,4.43,92.82,0.42,1.39,7.18
NY5905442,BEDFORD GOLF AND TENNIS CLUB,WESTCHESTER,41.152686,-73.745753,44.0,Very Small,GU,P,2000–2005,0,0.0,36119013102,36119,237358.0,3.8,80.42,2.75,6.55,19.58
NY5030094,CCC AUTO TECH # 1,STEUBEN,42.266725,-77.385525,25.0,Very Small,GW,M,2000–2005,3,120.0,36101961800,36101,60583.0,19.22,95.62,0.06,1.0,4.38
NY5030065,CHATEAU RENAISSANCE WINERY,STEUBEN,42.266725,-77.385525,100.0,Very Small,GW,P,2000–2005,0,0.0,36101961800,36101,60583.0,19.22,95.62,0.06,1.0,4.38
NY1330353,SHADY CREEK L.L.C.,DUTCHESS,41.754825,-73.740014,26.0,Very Small,GW,P,2000–2005,0,0.0,36027200000,,,,,,,
NY5120480,CAFE HAVANA (PREVIOUSLY ANNA MARIAS),SUFFOLK,40.943554,-72.692218,150.0,Very Small,GW,P,2000–2005,0,0.0,36103169702,,,,,,,
NY0412217,ELLICOTTVILLE TOWN WATER DISTRICT-CHLORINATION FOR TOWN WELL,CATTARAUGUS,42.307351,-78.655503,1420.0,Small,GW,L,2000–2005,0,0.0,36009960700,,,,,,,
NY1909095,HI-WAY DRIVE IN THEATRE-TREATMENT PLANT (CHLORINATION),GREENE,41.92564,-73.98333,35.0,Very Small,GW,P,2000–2005,0,0.0,36111951700,36111,54349.0,19.54,67.05,10.12,14.02,32.95
NY0430048,KINZOO HALL,CATTARAUGUS,42.067192,-78.928611,25.0,Very Small,GW,P,2000–2005,3,120.0,36009961400,36009,63301.0,19.31,95.95,0.47,1.8,4.05
NY0830050,SMITHVILLE GENERAL STORE A&M,CHENANGO,42.478024,-75.602241,25.0,Very Small,GW,P,2000–2005,0,0.0,36017990700,,,,,,,
NY4530270,DOLLAR GENERAL GANSEVOORT #16997-CHLORINATION TREATMENT PLANT,DAVIDSON COUNTY,43.03685,-73.92872,25.0,Very Small,GW,P,2000–2005,0,0.0,36091061401,36091,87900.0,6.65,93.87,0.05,2.02,6.13
NY5508762,GRANITE CREEK MOBILE HOME PARK,WESTCHESTER COUNTY,41.256234,-73.53786,20.0,Very Small,GW,P,2000–2005,2,100.0,36119012503,36119,190361.0,3.24,84.4,1.78,10.89,15.6
NY5120840,PIERRES (FNA SAGG GENERAL STORE),SUFFOLK,40.9265,-72.305038,100.0,Very Small,GW,P,2000–2005,3,30.0,36103190704,,,,,,,
NY5202740,CHALET CORP CHESTER ROAD-TREATMENT/CHLORINE,SULLIVAN,40.59969,-73.996372,250.0,Very Small,GW,P,2000–2005,0,0.0,36047029200,36047,45708.0,20.65,42.4,4.38,24.22,57.6
NY5205332,BEAVERKILL VALLEY CO-OP/RIVER PUB,SULLIVAN,41.719993,-74.771577,46.0,Very Small,GW,P,2000–2005,0,0.0,36105951900,36105,80840.0,18.19,92.66,2.33,7.64,7.34
NY5414800,GRAYHAVEN MOTEL,TOMPKINS,42.453006,-76.473484,50.0,Very Small,GW,P,2000–2005,0,0.0,36109000400,36109,53750.0,6.64,45.02,12.87,12.47,54.98
NY2830013,STEWARTS #319-WATER SOFTENER,MONTGOMERY,43.08194,-73.78032,25.0,Very Small,GW,P,2000–2005,0,0.0,36091061000,,,,,,,
NY2511826,LETCHWORTH - NORTH END,,42.649878,-77.984745,225.0,Very Small,SWP,S,2000–2005,23,102.222,36121990700,,,,,,,
NY5414803,WONDERLAND MOTEL,,42.913397,-75.596272,80.0,Very Small,GW,P,2000–2005,0,0.0,36053030700,,,,,,,
NY4510593,MARIOS BIG APPLE RESTAURANT,,42.913397,-75.596272,50.0,Very Small,GW,P,2000–2005,0,0.0,36053030700,,,,,,,
NY5230172,CATSKILL BLEND,SULLIVAN,41.591553,-74.995556,100.0,Very Small,GW,P,2000–2005,0,0.0,36105952300,36105,56726.0,11.16,87.33,5.82,5.75,12.67
NY1330679,THE NATURE PRESERVE-TREATMENT PLANT,DUTCHESS,41.412373,-73.660122,165.0,Very Small,GUP,P,2000–2005,0,0.0,36079011500,,,,,,,
NY4630025,STEWARTS SHOP 324-GLENVILLE-CARBON FILTER,SCHENECTADY,43.073715,-73.740236,25.0,Very Small,GW,P,2000–2005,0,0.0,36091061301,36091,155906.0,12.63,95.58,0.69,2.07,4.42
NY3704352,CENTRAL SQUARE VILLAGE,OSWEGO,43.461443,-76.209262,1670.0,Small,SWP,M,2000–2005,0,0.0,36075020400,36075,59938.0,13.1,96.77,0.44,0.04,3.23
NY1443014,KISSING BRIDGE CENTRAL,ERIE,42.752759,-78.778192,2525.0,Small,GW,P,2000–2005,0,0.0,36029013501,36029,98929.0,7.08,95.37,1.9,0.84,4.63
NY1322725,LAGRANGE TOWN SQUARE,,42.913397,-75.596272,25.0,Very Small,GW,P,2000–2005,0,0.0,36053030700,,,,,,,
NY0311230,FOREST LAKE CAMPGROUND-WELL #1 TREATMENT PLANT,BROOME,42.09416,-75.59936,150.0,Very Small,GW,P,2000–2005,0,0.0,36007012500,,,,,,,
NY4430065,"LOG CABINS, THE",,42.913397,-75.596272,25.0,Very Small,GW,P,2000–2005,0,0.0,36053030700,,,,,,,
NY3530061,WESTTOWN SWEET TREATS,,42.913397,-75.596272,25.0,Very Small,GW,P,2000–2005,0,0.0,36053030700,,,,,,,
NY5503393,WALLKILL WATER DISTRICT,ULSTER,41.947212,-74.265458,1500.0,Small,GW,L,2000–2005,0,0.0,36111951000,36111,93169.0,11.02,88.61,0.96,2.89,11.39
NY1830015,BYRON ARROW MART,,42.913397,-75.596272,25.0,Very Small,GW,P,2000–2005,0,0.0,36053030700,,,,,,,
NY1930040,THE GREEN COW COUNTRY STORE,,42.913397,-75.596272,25.0,Very Small,GW,P,2000–2005,0,0.0,36053030700,,,,,,,
NY2511820,LETCHWORTH PARK - CABIN AREA E-CHLORINATION,LIVINGSTON,42.5844,-78.04515,50.0,Very Small,GU,S,2000–2005,0,0.0,36121991100,,,,,,,
NY2530012,THE KIDS CLUBHOUSE-CL2 TREATMENT,LIVINGSTON,42.54622,-77.94886,35.0,Very Small,GW,P,2000–2005,0,0.0,36051031200,36051,61111.0,17.45,94.12,1.4,1.82,5.88
NY3904024,THE GARRISON SHACK,PUTNAM,41.427907,-73.743861,25.0,Very Small,GW,P,2000–2005,0,0.0,36079011400,36079,127955.0,2.36,80.56,1.05,19.95,19.44
NY3901008,SOUTH PATTERSON BUSINESS PARK,PUTNAM,41.427907,-73.743861,26.0,Very Small,GW,P,2000–2005,6,230.769,36079011400,36079,127955.0,2.36,80.56,1.05,19.95,19.44
NY0719098,HORSEHEADS TOWN WATER DIST #9,CHEMUNG,42.148697,-76.752471,279.0,Very Small,GWP,L,2000–2005,0,0.0,36015010700,,,,,,,
NY1325005,CREEKSIDE PLAZA,DUTCHESS,41.754825,-73.740014,25.0,Very Small,GW,P,2000–2005,4,160.0,36027200000,,,,,,,
NY6012859,SCHOELLKOPF CAMP,WYOMING,42.701365,-78.228576,400.0,Very Small,GW,P,2000–2005,0,0.0,36121990400,,,,,,,
NY1508010,SHARP BRIDGE SPC,ESSEX,44.109601,-73.778431,100.0,Very Small,GW,S,2000–2005,0,0.0,36031960900,,,,,,,
NY5501280,SHADY ACRES MHP,ULSTER,41.947212,-74.265458,135.0,Very Small,GW,P,2000–2005,1,7.407,36111951000,36111,93169.0,11.02,88.61,0.96,2.89,11.39
NY5801257,PALMYRA-MACEDON-WALWORTH CSA-PALMYRA RECHLORINATION STATION,WAYNE,43.06358,-77.23224,24267.0,Large,SWP,L,2000–2005,0,0.0,36117020700,36117,73452.0,12.37,96.2,1.1,3.56,3.8
NY5315582,CARMELLAS,,42.913397,-75.596272,100.0,Very Small,GW,P,2000–2005,0,0.0,36053030700,,,,,,,
NY0630090,SECRET CUBBY,CHAUTAUQUA,42.304216,-79.407595,25.0,Very Small,GW,P,2000–2005,0,0.0,36013036400,,,,,,,
NY1330614,FOUR CORNERS WATER COMPANY,DUTCHESS,41.754825,-73.740014,750.0,Small,GU,L,2000–2005,0,0.0,36027200000,,,,,,,
NY3830026,MEADOWLARK INN-TREATMENT PLANT (UV)-MAIN BUILDING,OTSEGO,42.83066,-74.81102,28.0,Very Small,GW,P,2000–2005,0,0.0,36077990100,,,,,,,
NY3800159,WELLS BRIDGE WATER ASSOC.-RESERVOIR WTP,OTSEGO,42.371214,-75.249146,85.0,Very Small,GW,P,2000–2005,0,0.0,36077991600,,,,,,,
NY0930120,MOUNTAIN MART 101 (MOOERS),CLINTON,44.752712,-73.705643,26.0,Very Small,GW,P,2000–2005,4,153.846,36019100400,,,,,,,
NY5405840,VALLEY MANOR MOBILE HOME PARK,TOMPKINS,42.453006,-76.473484,473.0,Very Small,GW,P,2000–2005,0,0.0,36109000400,36109,53750.0,6.64,45.02,12.87,12.47,54.98
NY1708599,FINNIGANS RESTAURANT,FULTON,43.091397,-74.121889,50.0,Very Small,GW,P,2000–2005,0,0.0,36035991500,,,,,,,
NY0730047,DANDY MINI MART #57,CHEMUNG,42.148697,-76.752471,100.0,Very Small,GW,P,2000–2005,0,0.0,36015010700,,,,,,,
NY1450009,BRANT DELI,,42.913397,-75.596272,25.0,Very Small,GW,P,2000–2005,1,40.0,36053030700,,,,,,,
NY1630062,TOWN LINE TAVERN,,42.913397,-75.596272,25.0,Very Small,GW,P,2000–2005,0,0.0,36053030700,,,,,,,
NY1330274,STANFORDVILLE PIZZA,DUTCHESS,41.754825,-73.740014,25.0,Very Small,GW,P,2000–2005,0,0.0,36027200000,,,,,,,
NY2530020,KESHEQUA BUS GARAGE,LIVINGSTON,42.729042,-77.778463,25.0,Very Small,GW,L,2000–2005,0,0.0,36051030800,36051,76421.0,9.83,94.41,0.65,1.65,5.59
NY5001220,WAYLAND VILLAGE-CHLORINATION FOR WELL #1 (NORTH),STEUBEN,42.564925,-77.562598,1730.0,Small,GW,L,2000–2005,0,0.0,36101960400,36101,56972.0,18.84,91.6,0.21,3.58,8.4
NY0206810,SERENITY HILLS CAMPGROUND,ALLEGANY,42.247853,-78.026153,40.0,Very Small,GW,L,2000–2005,0,0.0,36003950600,36003,51111.0,23.83,96.28,2.37,0.45,3.72
NY1915558,THE PLACE RESTAURANT,GREENE,42.28697,-74.149542,51.0,Very Small,GW,P,2000–2005,0,0.0,36039080300,,,,,,,
NY1700022,NORTHAMPTON (T) WATER DISTRICT,FULTON,43.115609,-74.423678,1000.0,Small,GW,L,2000–2005,0,0.0,36035990400,,,,,,,
NY1508008,POK-O-MOONSHINE SPC,ESSEX,44.109601,-73.778431,100.0,Very Small,GW,S,2000–2005,0,0.0,36031960900,,,,,,,
NY1302759,AMENIA WATER DISTRICT NO 1-RTE 343 BY MECHANIC WTP (WELL 1),DUTCHESS,41.851437,-73.55584,1001.0,Small,GW,L,2000–2005,0,0.0,36027010000,36027,72003.0,16.02,80.57,2.77,22.17,19.43
NY1018946,FOUR BROTHERS,COLUMBIA,42.247696,-73.626718,185.0,Very Small,GW,P,2000–2005,0,0.0,36021991000,,,,,,,
NY4708527,DAIRYLAND-TREATMENT PLANT # 1,SCHOHARIE,42.81678,-74.63124,50.0,Very Small,GW,P,2000–2005,0,0.0,36095990400,,,,,,,
NY5430003,17 RAILROAD STREET,TOMPKINS,42.453006,-76.473484,60.0,Very Small,GW,P,2000–2005,0,0.0,36109000400,36109,53750.0,6.64,45.02,12.87,12.47,54.98
NY2202089,CRESTWOOD COTTAGES,JEFFERSON,44.34691,-75.90207,25.0,Very Small,GW,P,2000–2005,0,0.0,36045060100,,,,,,,
NY3530186,RUSSIN LUMBER-TREATMENT ROOM,ORANGE,41.52046,-74.19449,25.0,Very Small,GW,P,2000–2005,0,0.0,36071010800,,,,,,,
NY4130307,NORTH GREENBUSH WATER DISTRICT #14,RENSSELAER,42.710421,-73.513845,1820.0,Small,SWP,L,2000–2005,0,0.0,36083052201,36083,120302.0,4.43,92.82,0.42,1.39,7.18
NY5530001,ASHOKAN HEADWORKS,ULSTER,41.947212,-74.265458,97.0,Very Small,SW,L,2000–2005,12,123.711,36111951000,36111,93169.0,11.02,88.61,0.96,2.89,11.39
NY1640047,STUARTS STORE,FRANKLIN,44.594376,-74.31067,25.0,Very Small,GW,P,2000–2005,0,0.0,36033950600,,,,,,,
NY0900217,PLATTSBURGH CITY-PLATTSBURGH CITY WATER TREATMENT PLANT,CLINTON,44.709098,-73.473547,24173.0,Large,SW,L,2000–2005,0,0.0,36019100800,36019,75114.0,6.74,88.37,3.78,2.78,11.63
NY1815899,BATAVIA COUNTRY CLUB,GENESEE,43.00091,-78.192778,200.0,Very Small,GW,P,2000–2005,0,0.0,36037950500,,,,,,,
NY5509795,GALLOWAYS,,42.913397,-75.596272,50.0,Very Small,GW,P,2000–2005,0,0.0,36053030700,,,,,,,
NY4530124,7-ELEVEN STORE #40430,SARATOGA,43.106135,-73.855387,25.0,Very Small,GW,P,2000–2005,0,0.0,36091060600,,,,,,,
NY3530154,JONES FARM,ORANGE,41.42352,-74.04369,26.0,Very Small,GW,P,2000–2005,0,0.0,36071013100,36071,137266.0,2.55,86.97,2.96,13.5,13.03
NY3630017,YATES W.D. #4,ORLEANS,43.339906,-78.207028,1525.0,Small,SWP,L,2000–2005,0,0.0,36073401002,,,,,,,
NY0330086,WEST COLESVILLE AUCTION HOUSE,BROOME,42.161977,-75.830283,75.0,Very Small,GW,P,2000–2005,0,0.0,36007012202,36007,53819.0,22.79,94.44,0.05,1.23,5.56
NY3510681,"SLEEPY HOLLOW MOBILE PARK-TREATMENT PLANT, WELLS #3, #5, #7, #9",ORANGE,41.70223,-73.92744,290.0,Very Small,GW,P,2000–2005,7,24.138,36027220400,,,,,,,
NY0400876,LONG ACRES MOBILE HOME PARK-CHLORINATOR,CATTARAUGUS,41.282372,-73.796206,86.0,Very Small,GW,P,2000–2005,0,0.0,36119014808,36119,200536.0,2.48,85.85,2.74,8.98,14.15
NY5330222,C & M SWEETS,,42.913397,-75.596272,25.0,Very Small,GW,P,2000–2005,0,0.0,36053030700,,,,,,,
NY1419383,SPRINGVILLE COUNTRY CLUB,ERIE,42.752759,-78.778192,350.0,Very Small,GW,P,2000–2005,0,0.0,36029013501,36029,98929.0,7.08,95.37,1.9,0.84,4.63
NY0911775,MACOMB STATE PARK - DAY USE AREA,CLINTON,44.752712,-73.705643,300.0,Very Small,GW,S,2000–2005,0,0.0,36019100400,,,,,,,
NY5230080,GRAHAMSVILLE AUTOMOTIVE,SULLIVAN,41.719993,-74.771577,25.0,Very Small,GW,P,2000–2005,0,0.0,36105951900,36105,80840.0,18.19,92.66,2.33,7.64,7.34
NY0218468,ALLEGHENY HILLS RESTAURANT,ALLEGANY,42.247853,-78.026153,90.0,Very Small,GW,P,2000–2005,0,0.0,36003950600,36003,51111.0,23.83,96.28,2.37,0.45,3.72
NY0816133,GREENE WATER DISTRICT #1,CHENANGO,42.478024,-75.602241,112.0,Very Small,GWP,L,2000–2005,0,0.0,36017990700,,,,,,,
NY2007923,NACODI CAMPSITES,HAMILTON,43.657879,-74.502456,100.0,Very Small,GW,P,2000–2005,0,0.0,36041950500,36041,66563.0,10.33,91.59,1.96,0.65,8.41
NY3517037,BLACKBURNE WATER CORP-TREATMENT PLANT,ORANGE,41.53746,-74.04005,74.0,Very Small,GW,P,2000–2005,0,0.0,36071010300,36071,103141.0,8.21,68.43,22.75,18.67,31.57
NY3530130,RIDGEBURY GOURMET,ORANGE,41.380516,-74.480462,50.0,Very Small,GW,P,2000–2005,0,0.0,36071011800,,,,,,,
NY0630055,DELI MARKET,CHAUTAUQUA,42.304216,-79.407595,25.0,Very Small,GW,P,2000–2005,0,0.0,36013036400,,,,,,,
NY0830006,MULLIGANS BAR AND GRILL-CHLORINATOR,CHENANGO,42.30203,-75.45457,25.0,Very Small,GW,P,2000–2005,0,0.0,36017990800,,,,,,,
NY1419528,EVANS WD #5,ERIE,42.752759,-78.778192,3175.0,Small,SWP,L,2000–2005,0,0.0,36029013501,36029,98929.0,7.08,95.37,1.9,0.84,4.63
NY2609955,MORRISVILLE STATE COLLEGE NELSON FARMS,MADISON,42.910026,-75.663575,35.0,Very Small,GW,M,2000–2005,0,0.0,36053030700,,,,,,,
NY1208249,ZZZPHOENIX HOUSE-WATER TREATMENT PLANT,DELAWARE,42.367883,-74.721761,200.0,Very Small,GW,P,2000–2005,0,0.0,36025990200,,,,,,,
NY0930118,VALCOUR FAMILY RESTAURANT,,42.913397,-75.596272,65.0,Very Small,GW,P,2000–2005,0,0.0,36053030700,,,,,,,
NY5120629,CHINDAS RESTAURANT,,42.913397,-75.596272,50.0,Very Small,GW,P,2000–2005,0,0.0,36053030700,,,,,,,
NY3510303,STAR ANCHORS & FASTENERS,,42.913397,-75.596272,0.0,Unknown,GW,P,2000–2005,0,,36053030700,,,,,,,
NY3802590,UNATEGO JR.-SR. HIGH SCHOOL-WATER TREATMENT PLANT,OTSEGO,42.36834,-75.22694,800.0,Small,GW,M,2000–2005,1,1.25,36077991400,,,,,,,
NY3401154,CLIFTON SPRINGS VILLAGE,ONTARIO,42.856358,-77.303497,2190.0,Small,SWP,L,2000–2005,0,0.0,36069050600,,,,,,,
NY3912002,SWEET SUNDAES,PUTNAM,41.427907,-73.743861,25.0,Very Small,GW,P,2000–2005,0,0.0,36079011400,36079,127955.0,2.36,80.56,1.05,19.95,19.44
NY1613598,JUNCTION CAMPSITE,FRANKLIN,44.594376,-74.31067,50.0,Very Small,GW,P,2000–2005,0,0.0,36033950600,,,,,,,
NY4110694,BON ACRE MOBILE HOME PARK,RENSSELAER,42.710421,-73.513845,180.0,Very Small,GW,P,2000–2005,0,0.0,36083052201,36083,120302.0,4.43,92.82,0.42,1.39,7.18
NY1730067,ADIRONDACK ANIMAL LAND,FULTON,43.115609,-74.423678,100.0,Very Small,GW,P,2000–2005,0,0.0,36035990400,,,,,,,
